Número de Registro,Fecha de ingreso,Denominación del Objeto,Cultura,Materiales,Zona Arqueológica,País
,Día,,,,,
MB 000172,16,Pezonera,Calamarí,Concha,Costa Caribe,Colombia
MB 000173,16,Fragmento de cabeza,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000173,16,Pezonera,Calamarí,Concha,Costa Caribe,Colombia
MB 000174,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000174,16,Pezonera,Calamarí,Concha,Costa Caribe,Colombia
MB 000175,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000175,16,Pezonera,Calamarí,Concha,Costa Caribe,Colombia
MB 000176,16,Fragmento de figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000176,16,Pezonera,Calamarí,Concha,Costa Caribe,Colombia
MB 000177,16,Fragmento de cabeza,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000177,16,Pectoral,Calamarí,Concha,Costa Caribe,Colombia
MB 000178,16,Fragmento de figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000178,16,Pectoral,Calamarí,Concha,Costa Caribe,Colombia
MB 000179,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000179,16,Adorno,Calamarí,Concha,Costa Caribe,Colombia
MB 000180,16,Fragmento de figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000180,16,Adorno,Calamarí,Concha,Costa Caribe,Colombia
MB 000181,16,Cabeza,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000181,16,Adorno,Calamarí,Concha,Costa Caribe,Colombia
MB 000182,16,Fragmento de cabeza,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000182,16,Adorno,Calamarí,Concha,Costa Caribe,Colombia
MB 000183,16,Adorno,Calamarí,Concha,Costa Caribe,Colombia
MB 000184,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000184,16,Adorno,Calamarí,Concha,Costa Caribe,Colombia
MB 000185,16,Cabeza,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000185,16,Figura,Calamarí,Concha,Costa Caribe,Colombia
MB 000186,16,Fragmento de figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000186,16,Figura,Calamarí,Concha,Costa Caribe,Colombia
MB 000187,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000187,16,Figura,Calamarí,Concha,Costa Caribe,Colombia
MB 000188,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000189,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000190,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000191,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000192,16,Fragmento de figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000193,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000194,16,Vasija,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000195,16,Plato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000196,16,Plato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000197,16,Deformador,Caldas,Arcilla,Zona Andina,Colombia
MB 000198,16,Deformador,Caldas,Arcilla,Zona Andina,Colombia
MB 000198,16,Figura,Tairona,Piedra,Costa Caribe,Colombia
MB 000199,16,Deformador,,Arcilla,Zona Andina,Colombia
,,,,,,
MB 000201,16,Figura antropomorfa masculina ,Caldas,Arcilla,Viejo Caldas,Colombia
MB 000202,16,Figura antropomorfa masculina ,Caldas,Arcilla,Viejo Caldas,Colombia
MB 000203,16,Cántaro,Cauca Medio,Arcilla,Viejo Caldas,Colombia
MB 000204,16,Vasija antropomorfa,Cauca Medio,Arcilla,Viejo Caldas,Colombia
MB 000205,16,Soporte,Cauca Medio,Arcilla,Zona Andina,Colombia
MB 000206,16,Vasija,Cauca Medio,Arcilla,Zona Andina,Colombia
,,,,,,
MB 000208,16,Cuenco,Blanco Grueso,Arcilla,Zona Andina,Colombia
,,,,,,
MB 000210,16,Cuenco,Caldas,Arcilla,Zona Andina,Colombia
MB 000211,16,Incensario,Incensario,Arcilla,Viejo Caldas,Colombia
MB 000212,16,Incensario,Incensario,Arcilla,Viejo Caldas,Colombia
MB 000213,16,Vaso,Quimbaya,Arcilla,,Colombia
MB 000214,16,Cántaro,Cauca Medio,Arcilla,Zona Andina,Colombia
MB 000215,16,Cuenco,Cauca Medio,Arcilla,Zona Andina,Colombia
MB 000216,16,Vasija antropomorfa,Cauca Medio,Arcilla,Zona Andina,Colombia
,,,,,,
MB 000218,16,Vasija,Zenú,Arcilla,Costa Caribe,Colombia
MB 000219,16,Urna,Zenú,Arcilla,Costa Caribe,Colombia
MB 000220,16,,Zenú,Arcilla,Costa Caribe,Colombia
MB 000221,16,Plato,Zenú,Arcilla,Costa Caribe,Colombia
MB 000222,16,Vasija,Zenú,Arcilla,Costa Caribe,Colombia
MB 000223,16,Vasija,Zenú,Arcilla,Costa Caribe,Colombia
MB 000224,16,Fragmento,Zenú,Arcilla,Costa Caribe,Colombia
,,,,,,
MB 000226,16,Fragmento,Zenú,Arcilla,Costa Caribe,Colombia
MB 000227,16,Fragmento,Zenú,Arcilla,Costa Caribe,Colombia
MB 000228,16,Fragmento,Zenú,Arcilla,Costa Caribe,Colombia
MB 000229,16,Fragmento,Zenú,Arcilla,Costa Caribe,Colombia
MB 000230,16,Fragmento,Zenú,Arcilla,Costa Caribe,Colombia
MB 000231,16,Fragmento,Zenú,Arcilla,Costa Caribe,Colombia
MB 000232,16,Fragmento,Zenú,Arcilla,Costa Caribe,Colombia
MB 000233,16,Trompo,Zenú,Arcilla,Costa Caribe,Colombia
MB 000234,16,Trompo,Zenú,Arcilla,Costa Caribe,Colombia
MB 000235,16,Plato,Zenú,Arcilla,Costa Caribe,Colombia
MB 000236,16,Plato,Zenú,Arcilla,Costa Caribe,Colombia
MB 000236,16,Pectoral,Tairona,Piedra,Costa Caribe,Colombia
MB 000237,16,Plato,Zenú,Arcilla,Costa Caribe,Colombia
MB 000237,16,Pectoral,Tairona,Piedra,Costa Caribe,Colombia
MB 000238,16,Copa,Zenú,Arcilla,Costa Caribe,Colombia
MB 000238,16,Pectoral,Tairona,Lítico,Costa Caribe,Colombia
MB 000239,16,Ánfora,Nariño,Arcilla,Altiplano Nariñense,Colombia
MB 000240,16,Urna,,Arcilla,Bajo Magdalena,Colombia
MB 000240,16,Pectoral,Tairona,Piedra,Costa Caribe,Colombia
MB 000241,16,Urna,,Arcilla,Bajo Magdalena,Colombia
MB 000242,16,Urna,Calamarí,Arcilla,Valle del Cauca,Colombia
MB 000243,16,Urna,,Arcilla,,Colombia
MB 000244,16,Urna funeraria,Calima,Arcilla,Valle del Cauca,Colombia
MB 000245,16,Urna,Tamalameque,Arcilla,Bajo Magdalena,Colombia
MB 000246,,Urna,,Arcilla,Bajo Magdalena,Colombia
MB 000247,16,Urna,,Arcilla,,Colombia
MB 000248,16,Urna,Tairona,Arcilla,Costa Caribe,Colombia
MB 000249,16,Urna,Quimbaya,Arcilla,,Colombia
MB 000250,16,Adorno,Tairona,Piedra,Costa Caribe,Colombia
MB 000251,16,Tapa de urna,,Arcilla,Bajo Magdalena,Colombia
MB 000251,16,Adorno,Tairona,Piedra,Costa Caribe,Colombia
MB 000252,16,Tapa de urna,Guabas Buga,Arcilla,Valle del Cauca,Colombia
MB 000253,16,Tapa de urna,,Arcilla,,Colombia
MB 000253,16,Sello,Tairona,Piedra,Costa Caribe,Colombia
MB 000254,16,Tapa de urna,,Arcilla,Magdalena Medio,Colombia
MB 000254,16,Figura,Tairona,Piedra,Costa Caribe,Colombia
MB 000255,16,Tapa,Calima,Arcilla,Valle del Cauca,Colombia
MB 000255,16,Collar,Tairona,Piedra,Costa Caribe,Colombia
MB 000256,16,Tapa de urna,San Agustín,Arcilla,,Colombia
MB 000256,16,Collar,Tairona,Piedra,Costa Caribe,Colombia
MB 000257,16,Tapa de urna,Tamalameque,Arcilla,Bajo Magdalena,Colombia
MB 000257,16,Collar,Tairona,Piedra,Costa Caribe,Colombia
MB 000258,16,Collar,Tairona,Piedra,Costa Caribe,Colombia
MB 000259,16,Tapa de urna,Quimbaya,Arcilla,Cauca Medio,Colombia
MB 000259,16,Pectoral,Tairona,Piedra,Costa Caribe,Colombia
MB 000260,16,Urna,,Arcilla,Magdalena Medio,Colombia
MB 000260,16,Pectoral,Tairona,Piedra,Costa Caribe,Colombia
MB 000261,16,Collar,Tairona,Piedra,Costa Caribe,Colombia
MB 000262,16,Cinturón,Tairona,Concha,Costa Caribe,Colombia
MB 000263,16,Figura,Tairona,Piedra,Costa Caribe,Colombia
MB 000264,16,Urna,,Arcilla,Bajo Magdalena,Colombia
MB 000264,16,Figura,Tairona,Piedra,Costa Caribe,Colombia
MB 000265,16,Tapa,,Arcilla,Bajo Cauca,Colombia
MB 000265,16,Collar,Tairona,Piedra,Costa Caribe,Colombia
MB 000266,16,Collar,San Agustín,Piedra,,Colombia
MB 000267,16,Urna,Marrón Inciso,Arcilla,Zona Andina,Colombia
MB 000267,16,Collar,,Piedra,Costa Caribe,Colombia
MB 000268,16,Urna,,Arcilla,Bajo Magdalena,Colombia
MB 000268,16,Collar,,Piedra,Costa Caribe,Colombia
MB 000269,16,Urna,,Arcilla,Bajo Cauca,Colombia
MB 000269,16,Pectoral,Tairona,Piedra,Costa Caribe,Colombia
MB 000270,16,Tapa de urna,,Arcilla,Magdalena Medio,Colombia
MB 000270,16,Collar,Tairona,Piedra,Costa Caribe,Colombia
MB 000271,16,Urna,,Arcilla,Magdalena Medio,Colombia
MB 000271,16,Collar,Tairona,Piedra,Costa Caribe,Colombia
MB 000272,16,Urna,,Arcilla,Magdalena Medio,Colombia
MB 000272,16,Collar,Tairona,Piedra,Costa Caribe,Colombia
MB 000273,16,Urna,,Arcilla,Bajo Cauca,Colombia
MB 000273,16,Collar,Zenú,Piedra,Costa Caribe,Colombia
MB 000274,16,Collar,Zenú,Piedra,Costa Caribe,Colombia
MB 000275,16,Vasija,Guabas Buga,Arcilla,Valle del Cauca,Colombia
MB 000275,16,Collar,Zenú,Piedra,Costa Caribe,Colombia
MB 000276,16,Collar,Zenú,Concha,Costa Caribe,Colombia
MB 000277,16,Vasija,Bolo Quebrada Seca,Arcilla,Valle del Cauca,Colombia
MB 000278,16,Falo,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000279,16,Fragmento de falo,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000280,16,Falo,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000280,16,Collar,Zenú,Concha,Costa Caribe,Colombia
MB 000281,16,Falo,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000282,16,Falo,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000283,16,Falo,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000284,16,Falo,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000284,16,Collar,,Concha,,Colombia
MB 000285,16,Falo,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000286,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000286,16,Collar,Zenú,Concha,Costa Caribe,Colombia
MB 000287,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000287,16,Collar,Zenú,Concha,Costa Caribe,Colombia
MB 000288,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000288,16,Collar,Zenú,Mineral,Costa Caribe,Colombia
MB 000289,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000289,16,Collar,Zenú,Concha,Costa Caribe,Colombia
MB 000290,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000290,16,Collar,Zenú,Concha,Costa Caribe,Colombia
MB 000291,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000291,16,Collar,Zenú,Concha,Costa Caribe,Colombia
MB 000292,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000292,16,Collar,Zenú,Concha,Costa Caribe,Colombia
MB 000293,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000293,16,Collar,Zenú,Hueso,Costa Caribe,Colombia
MB 000294,16,Figura,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000294,16,Collar,Calima,Hueso,Valle del Cauca,Colombia
MB 000295,16,Cabeza,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000295,16,Collar,Zenú,Hueso,Costa Caribe,Colombia
MB 000296,16,Cabeza,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000297,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000298,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000298,16,Collar,Zenú,Piedra,Costa Caribe,Colombia
MB 000299,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000299,16,Collar,Zenú,Mineral,Costa Caribe,Colombia
MB 000300,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000300,16,Collar,Zenú,Piedra,Costa Caribe,Colombia
MB 000301,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000301,16,Collar,Zenú,Piedra,Costa Caribe,Colombia
MB 000302,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000302,16,Collar,Zenú,Piedra,Costa Caribe,Colombia
MB 000303,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000304,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000305,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000305,16,Collar,,Piedra,,Colombia
MB 000306,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000307,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000308,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000309,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000309,16,Collar,Calamarí,Piedra,Costa Caribe,Colombia
MB 000310,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000310,16,Collar,Zenú,Piedra,Costa Caribe,Colombia
MB 000311,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000311,16,Collar,,Mineral,,Colombia
MB 000312,16,Silbato,Tumaco - La Tolita,Arcilla,Costa Pacífica,Colombia
MB 000312,16,Collar,Calamarí,Concha,Costa Caribe,Colombia
MB 000313,16,Figura,Zenú,Arcilla,Costa Caribe,Colombia
MB 000314,16,Urna,,Arcilla,Bajo Magdalena,Colombia
MB 000314,16,Collar,Zenú,Arcilla,Costa Caribe,Colombia
MB 000315,16,Urna,,Arcilla,Bajo Magdalena,Colombia
MB 000315,16,Collar,Zenú,Arcilla,Costa Caribe,Colombia
MB 000316,16,Urna,Zenú,Arcilla,Costa Caribe,Colombia
MB 000316,16,Collar,Zenú,Arcilla,Costa Caribe,Colombia
MB 000317,16,Tapa,,Arcilla,Bajo Magdalena,Colombia
MB 000317,16,Collar,Zenú,Arcilla,Costa Caribe,Colombia
MB 000318,16,Vasija; Tapa,Calamarí,Arcilla,Costa Caribe,Colombia
MB 000318,16,Collar,Zenú,Concha,Costa Caribe,Colombia
MB 000319,16,Collar,Zenú,Concha,Costa Caribe,Colombia
MB 000320,16,Collar,Zenú,Concha,Costa Caribe,Colombia
MB 000321,16,Urna,,Arcilla,Magdalena Medio,Colombia
MB 000321,16,Collar,Calamarí,Concha,Costa Caribe,Colombia
MB 000322,16,Cántaro,Muisca,Arcilla,Cordillera Oriental,Colombia
MB 000322,16,Collar,Calamarí,Concha,Costa Caribe,Colombia
MB 000323,16,Tapa,Calamarí,Arcilla,Costa Caribe,Colombia
MB 000323,16,Collar,Calamarí,Concha,Costa Caribe,Colombia
MB 000324,16,Cofre,Calamarí,Arcilla,Costa Caribe,Colombia
MB 000324,16,Collar,Calamarí,Concha,Costa Caribe,Colombia
MB 000325,16,Tapa,Calamarí,Arcilla,Costa Caribe,Colombia
MB 000326,16,Cofre,Calamarí,Arcilla,Costa Caribe,Colombia
MB 000327,16,Cofre,Calamarí,Arcilla,Costa Caribe,Colombia
MB 000328,16,Vasija,Calamarí,Arcilla,Costa Caribe,Colombia
MB 000329,16,Vasija,Calamarí,Arcilla,Costa Caribe,Colombia
MB 000330,16,Sello,,Arcilla,,Colombia
MB 000331,16,Macerador,Caldas,Arcilla,Viejo Caldas,Colombia
MB 000332,16,Macerador,Calamarí,Arcilla,Costa Caribe,Colombia
MB 000333,16,Macerador,Calamarí,Arcilla,Costa Caribe,Colombia
MB 000333,16,Collar,Tairona,Piedra,Costa Caribe,Colombia
MB 000334,16,Sello,,Arcilla,Magdalena Medio,Colombia
MB 000334,16,Collar,Zenú,Arcilla,Costa Caribe,Colombia
MB 000335,16,Volante de huso,,Arcilla,Costa Caribe,Colombia
MB 000336,16,Sello,Zenú,Arcilla,Costa Caribe,Colombia
MB 000336,16,Collar,Zenú,Arcilla,Costa Caribe,Colombia
MB 000337,16,Volante de huso,Calamarí,Arcilla,Costa Caribe,Colombia
MB 000338,16,Volante de huso,,Arcilla,Noroccidente,Colombia
MB 000339,16,Volante de huso,Quimbaya,Arcilla,Cauca Medio,Colombia
MB 000340,16,Volante de huso,Cauca Medio,Arcilla,Viejo Caldas,Colombia
MB 000340,16,Collar,Zenú,Arcilla,Costa Caribe,Colombia
MB 000341,16,Volante de huso,,Arcilla,Noroccidente,Colombia
MB 000341,16,Collar,Calamarí,Concha,Costa Caribe,Colombia
MB 000342,16,Volante de huso,Calima,Arcilla,Valle del Cauca,Colombia
MB 000342,16,Collar,Calamarí,Concha,Costa Caribe,Colombia
MB 000343,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000344,16,Volante de huso,Calima,Arcilla,Valle del Cauca,Colombia
MB 000344,16,Collar,Calamarí,Concha,Costa Caribe,Colombia
MB 000345,16,Collar,Carchí,Arcilla,La Sierra,Ecuador
MB 000346,16,Volante de huso,Quimbaya,Arcilla,Cauca Medio,Colombia
MB 000346,16,Collar,Carchí,Arcilla,La Sierra,Ecuador
MB 000347,16,Volante de huso,Calima,Arcilla,Valle del Cauca,Colombia
MB 000347,16,Collar,Carchí,Arcilla,La Sierra,Ecuador
MB 000348,16,Volante de huso,Quimbaya,Arcilla,Cauca Medio,Colombia
MB 000349,16,Volante de huso,Quimbaya,Arcilla,Cauca Medio,Colombia
MB 000349,16,Collar,Tairona,Arcilla,Costa Caribe,Colombia
MB 000350,16,Volante de huso,Quimbaya,Arcilla,Cauca Medio,Colombia
MB 000350,16,Collar,Tairona,Arcilla,Costa Caribe,Colombia
MB 000351,16,Volante de huso,Calima,Arcilla,Valle del Cauca,Colombia
MB 000351,16,Collar,Tairona,Piedra,Costa Caribe,Colombia
MB 000352,16,Volante de huso,Complejo Urabá-Tierralta,Arcilla,Costa Caribe,Colombia
MB 000353,16,Volante de huso,Tumaco,Arcilla,Costa Pacífica,Colombia
MB 000353,16,Collar,Tairona,Piedra,Costa Caribe,Colombia
MB 000354,16,Volante de huso,Complejo Urabá-Tierralta,Arcilla,Costa Caribe,Colombia
MB 000354,16,Collar,Tairona,Mineral,Costa Caribe,Colombia
MB 000355,16,Sello,,Arcilla,,Colombia
MB 000355,16,Collar,Tairona,Piedra,Costa Caribe,Colombia
MB 000356,16,Sello,Nutabe,Arcilla,Bajo Cauca,Colombia
MB 000357,16,Rodillo,Tumaco,Arcilla,Costa Pacífica,Colombia
MB 000358,16,Rodillo,Tumaco,Arcilla,Costa Pacífica,Colombia
MB 000358,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000359,16,Volante de huso,,Arcilla,Bajo Cauca,Colombia
MB 000359,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000360,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000361,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000362,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000363,16,Rodillo,Tumaco,Arcilla,Costa Pacífica,Colombia
MB 000363,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000364,16,Rodillo,Zenú,Arcilla,Costa Caribe,Colombia
MB 000364,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000365,16,Rodillo,Zenú,Arcilla,Costa Caribe,Colombia
MB 000365,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000366,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000367,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000368,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000369,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000370,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000371,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000372,16,Rodillo,Zenú,Arcilla,Costa Caribe,Colombia
MB 000372,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000373,16,Rodillo,Nutabe,Arcilla,Cauca Medio,Colombia
MB 000373,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000374,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000375,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000376,16,Poporo,Guabas Buga,Arcilla,Valle del Cauca,Colombia
MB 000376,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000377,16,Vasija,Guabas Buga,Arcilla,Valle del Cauca,Colombia
MB 000377,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000378,16,Cántaro,Guabas Buga,Arcilla,Valle del Cauca,Colombia
MB 000378,16,Volante de huso,Maya,Mineral,Chichenitzá,México
MB 000379,16,Vasija,Calima,Arcilla,Valle del Cauca,Colombia
MB 000379,16,Volante de huso,Calamarí,Concha,Bajo Magdalena,Colombia
MB 000380,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000380,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000381,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000381,16,Volante de huso,Calamarí,Concha,Bajo Magdalena,Colombia
MB 000382,16,Figura,,Arcilla,Nariño,Colombia
MB 000382,16,Volante de huso,Calamarí,Mineral,Bajo Magdalena,Colombia
MB 000383,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000383,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000384,16,Vasos comunicantes,Tairona,Arcilla,Costa Caribe,Colombia
MB 000384,16,Volante de huso,Calamarí,Mineral,Bajo Magdalena,Colombia
MB 000385,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000385,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000386,16,Vasos comunicantes,Tairona,Arcilla,Costa Caribe,Colombia
MB 000386,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000387,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000387,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 100388,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000388,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000389,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000389,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000390,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000390,16,Volante de huso,,Arcilla,,Colombia
MB 000391,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000391,16,Volante de huso,Calamarí,Hueso,Bajo Magdalena,Colombia
MB 000392,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000392,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000393,16,Vaso,Tairona,Arcilla,Costa Caribe,Colombia
MB 000393,16,Volante de huso,Calamarí,Concha,Bajo Magdalena,Colombia
MB 000394,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000394,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000395,16,Vaso,Tairona,Arcilla,Costa Caribe,Colombia
MB 000395,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000396,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000396,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000397,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000397,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000398,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000398,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000399,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000399,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000400,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000400,16,Vasija,Calamarí,Arcilla,Bajo Magdalena,Colombia
MB 000400,16,Volante de huso,Calamarí,Piedra,Bajo Magdalena,Colombia
MB 000401,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000401,16,Volante de huso,Calamarí,Hueso,Bajo Magdalena,Colombia
MB 000402,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000403,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000404,16,Copa,Tairona,Arcilla,Costa Caribe,Colombia
MB 000404,16,Collar,,Hueso,,
MB 000405,16,Copa,Tairona,Arcilla,Costa Caribe,Colombia
MB 000406,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000407,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000408,16,Copa,Tairona,Arcilla,Costa Caribe,Colombia
MB 000409,16,Copa,Tairona,Arcilla,Costa Caribe,Colombia
MB 000410,16,Copa,Tairona,Arcilla,Costa Caribe,Colombia
MB 000411,16,Copa,Tairona,Arcilla,Costa Caribe,Colombia
MB 000411,16,Collar,,Hueso,,
MB 000412,16,Copa,Tairona,Arcilla,Costa Caribe,Colombia
MB 000413,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000414,16,Vasija,Tairona,Arcilla,Costa Caribe,Colombia
MB 000415,16,Tapa,Tairona,Arcilla,Costa Caribe,Colombia
MB 000416,16,Copa,Tairona,Arcilla,Costa Caribe,Colombia
MB 000417,16,Urna,Tairona,Arcilla,Costa Caribe,Colombia
MB 000418,16,Copa,Tairona,Arcilla,Costa Caribe,Colombia
MB 000419,16,Vasija,Piartal,Arcilla,,Colombia
MB 000420,16,Vasija,Calamarí,Arcilla,Bajo Magdalena,Colombia
MB 000421,16,Vaso,Muisca,Arcilla,Cordillera Oriental,Colombia
MB 000422,16,Vasija,Calamarí,Arcilla,Bajo Magdalena,Colombia
MB 000423,16,Vasija,Muisca,Arcilla,Cordillera Oriental,Colombia
MB 000423,16,Collar,,Hueso,,
